name,region,variety,rating,notes
Kistler Vineyards Stone Flat Vineyard Chardonnay 2005,"Sonoma Coast, Sonoma County, California",White Wine,97.0,"Located in the western portion of Carneros, where the soils are driven by heavy river run cobble, but the air is dominated by afternoon winds from the Pacific. Produces a wine that strikes an impeccable balance between its minerality, its fruit reminiscent core and it's silken, persistent finish."
Kistler Vineyards Stone Flat Vineyard Chardonnay 2006,"Sonoma Coast, Sonoma County, California",White Wine,96.0,"A Chardonnay that strikes an impeccable balance between its minerality, its fruit reminiscent core and its silken, persistent finish."
Kistler Vineyards Stone Flat Vineyard Chardonnay 2007,"Carneros, California",White Wine,96.0,"A Chardonnay that strikes an impeccable balance between its minerality, its fruit reminiscent core and its silken, persistent finish."
Kistler Vineyards Trenton Roadhouse Chardonnay 2014,"Sonoma Coast, Sonoma County, California",White Wine,96.0,"In production since 1994, vineyard designate since 2009. The newest addition to Kistler's vineyard designate bottlings. Straddling a south facing hilltop and comprised of Gold ridge soils, like the Vine Hill and Dutton vineyards, but the finest grained sand of any of those sites. Produces a soil influenced wine of resounding minerality and complex earthy sulfides which stand above the green toned orchard fruit notes."
Kistler Vineyards Vine Hill Chardonnay (375ML half-bottle) 2015,"Russian River, Sonoma County, California",White Wine,96.0,"Produced since 1991. The vineyard that surrounds the winery. 23 year old dry farmed Chardonnay grown in a deep, sandy subset of the Gold Ridge soil series that seemingly has no bottom. The vines mine the nutrient poor sands to produce a wine of unparalleled energy and verve. One of our perennial favorites due to its resounding natural acids and low pH which strike a perfect balance with the stone fruit body and notes of toasted hazelnut."
Kongsgaard Chardonnay 2001,"Napa Valley, California",White Wine,98.0,"""An awesome effort, the 2001 Chardonnay may be this estate's finest Chardonnay to date.  Boasting profoundly intense notes of orage marmalade, minerals, lemon oil, and honeysuckle as well as great delineation for its massive size, this terrific Chardonnay tastes like a grand cru white Burgundy."""
Kongsgaard Syrah 2005,"Napa Valley, California",Red Wine,98.0,"An exotic masterpiece with its dense smoky, gamey intensity and profoundly long finish. Its spiritual antecedent lies in the northern Rhone between the Cote-Rotie and Hermitage. "
Kongsgaard Syrah 2014,"Napa Valley, California",Red Wine,96.0,The 2014 Syrah by Kongsgaard Napa Valley is another glorious milestone in their long Syrah history. It was apparent in the fermenter that the 2014 was destined to become a wild and intense wine. The sheer volume of savory aroma and flavor experienced while doing the pump-overs in the first week of this wine’s life was truly astonishing.
Kongsgaard The Judge Chardonnay 2007,"Napa Valley, California",White Wine,98.0,"Honeyed citrus and stony high notes lift the aroma, anticipating the palate, which explodes into an array of glorious impressions from peach and apricot to lemon rind to apple custard pie."
Kosta Browne 4 Barrel Pinot Noir 2007,California,Red Wine,97.0,"Rich and filling. Complex with layers of berries, warm spices, rich ripe cherries and sweet lavender with a touch of spice. Intense and coating. The 2007 4-Barrel is expansive on the palate with many levels of fruit and currants. Traces of dark berry and ripe plum. A tremendously long and caressing finish."
Kosta Browne Kanzler Vineyard Pinot Noir 2005,"Sonoma Coast, Sonoma County, California",Red Wine,96.0,"Aromas of dark blackberry, plum and cedar with overtones of dark stonefruit. Powerful flavors greet the palate with plum and black cherry. Hints of shitake mushroom, forest floor and fresh cedar give the wine a masculine tone. Ripe cherry, plum and undertones of cassis supply opulent black fruit, while maintaining the unmistakable Pinot Noir character throughout the finish."
Kracher Chardonnay TBA Nouvelle Vogue No. 5 (375ML) 2011,"Burgenland, Austria",,96.0,"Ripe tropical fruit notes, delicate oak spice and fudge. The palate shows off its vibrant acidity and citrus fruit characters in the finish."
Kracher Chardonnay Trockenbeerenauslese #13 1998,"Burgenland, Austria",Collectible,97.0,"The 1998 Chardonnay Trockenbeerenauslese Nouvelle Vague Number 13 is Kracher's most concentrated wine from this vintage. Cedar, spices, apricots, and overripe peaches are displayed by thisfull-bodied, muscular offering. It is hugely dense, almost syrupy, with loads of jammy and jellied fruits in its round, sexy personality. This Rubenesque wine has untold quantities of fruit (mostly apricots), spices, and botrytis in its expressive, seamless flavorprofile. This harmonious, muscular and graceful wine will retain its fruit for at least 15 years, and will potentially age longer than anyone reading this article."
Kracher Chardonnay Trockenbeerenauslese No 13 (375ml) 1998,"Burgenland, Austria",Collectible,97.0,"The 1998 Chardonnay Trockenbeerenauslese Nouvelle Vague Number 13 is Kracher's most concentrated wine from this vintage. Cedar, spices, apricots, and overripe peaches are displayed by this full-bodied, muscular offering. It is hugely dense, almost syrupy, with loads of jammy and jellied fruits in its round, sexy personality. This Rubenesque wine has untold quantities of fruit (mostly apricots), spices, and botrytis in its expressive, seamless flavor profile."
Kracher Scheurebe TBA #10 (375ML half-bottle) 2002,"Burgenland, Austria",Collectible,96.0,"The Kracher Sheurebe #10 opens with medium golden yellow color. Aromas of fresh tangerine zest, red-berried characters, honeyed notes, and a highly attractive bouquet. On the palate, white tropical fruit notes, highly mineral with a salty tang on the finish. Despite the immense residual sugar value, the wine is remarkably fresh. "
Kracher Scheurebe Zwischen Den Seen Trockenbeerenauslese #9 (375ML half-bottle) 2000,"Burgenland, Austria",Collectible,97.0,"Medium gold. Fresh Muscat grape aromas on the nose, seductive exotic and floral notes with fresh kumquat. Spicy nutmeg and white pepper characters on the finish, leading to a long and pleasantly lingering aftertaste. Magnificent varietal character."
Kracher Welschriesling Trockenbeerenauslese No. 11 (375ML half-bottle) 2002,"Burgenland, Austria",Collectible,98.0,"Rich golden-yellow tone. Intense aromas of herbed spice, a touch of smoke over nougat, subtle fig, apricot and honey. The palate is luscious and succulent with fruit-driven flavors of orange; intense and elegant, with complexity and concentration of fruit. Despite the spectrum of the technical data, the wine is exceptionally harmonious, with long development potential."
Krug Clos d'Ambonnay 1995,"Champagne, France",Sparkling & Champagne,97.0,"""For 15 years, Champagne Krug has kept a secret. During that time, brothers Rémi and Henri Krug, the former managing director and winemaker, respectively, and Henri's son, Olivier Krug, the current managing director, dreamed about, developed, vinified and aged a new single-vineyard Champagne. The new wine, Clos d'Ambonnay 1995, has one of the highest-ever price tags of a newly released wine... "
Krug Clos du Mesnil Blanc de Blancs 1986,"Champagne, France",Sparkling & Champagne,98.0,"The wine is characterized by crispness, freshness and vivacity allied to the rich nutty and honey notes of great Chardonnay wines. A Krug for fanatics of rarity."
Krug Clos du Mesnil Blanc de Blancs 1990,"Champagne, France",Sparkling & Champagne,97.0,"The wine is characterized by crispness, freshness and vivacity allied to the rich nutty and honey notes of great Chardonnay wines. A Krug for fanatics of rarity."
Krug Clos du Mesnil Blanc de Blancs 1995,"Champagne, France",Sparkling & Champagne,98.0,One of the rarest and most sought after bottlings of vintage Champagne in the world. The 1995 vintage was just released from the Krug cellars. 
Krug Clos du Mesnil Blanc de Blancs 1998,"Champagne, France",Sparkling & Champagne,96.0,"Krug Clos du Mesnil is the product, not merely of a single grape variety and a single year, but of a single historic vineyard.  Made with 100% Chardonnay grapes from the Clos du Mesnil, a single walled vineyard covering just 1.85 hectares (or 4.57 acres) within the village of Mesnil-sur-Oger in the renowned Côte des Blancs. "
Krug Grande Cuvee Brut (164th Edition) with Gift Box,"Champagne, France",Sparkling & Champagne,96.0,"This is an extraordinary blend of 127 wines from 11 different years, the oldest from 1990 and the youngest from 2008. As you taste it, notes of toasted bread, hazelnut, nougat, barley sugar and jellied fruits may take you by surprise. You may even taste hints of apples still on the tree, flowers in bloom, ripe and dried fruit, almonds, marzipan, gingerbread, sweet spices and even brioche and honey."
Krug Vintage Brut (1.5 Liter Magnum) 1990,"Champagne, France",Sparkling & Champagne,98.0,"Finally, the 1990 Krug is here!"
Krug Vintage Brut (1.5 Liter Magnum) 1996,"Champagne, France",Sparkling & Champagne,99.0,"Krug 1996 is extraordinary indeed – an extreme, eccentric champagne that first caresses the senses with its rich aromas, firm texture and full, ripe flavours, then dramatically explodes into jubilant freshness. Rich, radiant gold illuminated by slender streams of bubbles, Krug 1996 already promises a masterful combination of maturity and acidity. Notes of fresh pear, candied lemon, ripe fruit, honey, gingerbread, and mocha can be detected."
Krug Vintage Brut 1988,"Champagne, France",Sparkling & Champagne,96.0,"Established in 1843, Krug has specialized solely in prestige and exceptional champagne.  Dedication to quality takes precedence over quantity of production.  Krug is the only Champagne House still fermenting all of its champagnes the age-old way, in small oak casks."
Krug Vintage Brut 1990,"Champagne, France",Sparkling & Champagne,98.0," Krug only produces a Vintage when a crop has exceptional characteristics and sufficiently interesting features. To create exceptional vintages, the Krug family selects those wines that best express the ""voice"" of the chosen year. Krug Vintage is like a concerto, a joint venture between the Krug style and the personality of a certain year. The year is the soloist but the orchestra remains Krug."
